URL,Name,Fuel Economy,Price,Transmission,Exterior Color,Interior Color,Body/Seating,Drivetrain,Engine,Stock #,Location,VIN,Contact #
https://www.parkplace.com//new/Porsche/2020-Porsche-Macan-dallas+fort+worth-f1a7cb820a0e0adf1ea85fd34741b9e7.htm ,Macan  AWD,19.0/23.0 mpg City/Hwy,"$70,850",7 speed automatic with auto-shift,Volcano Grey Metallic,Black,AWD/5 seats,all-wheel drive,2.0 L 4,LLB04789,Porsche - Grapevine,WP1AA2A56LLB04789,(833) 470-0671
https://www.parkplace.com//new/Porsche/2020-Porsche-Macan-dallas+fort+worth-f1a7ce640a0e0adf1ea85fd369f9ce10.htm ,Macan  AWD,19.0/23.0 mpg City/Hwy,"$70,620",7 speed automatic with auto-shift,Gray,Black,AWD/5 seats,all-wheel drive,2.0 L 4,LLB04807,Porsche - Dallas,WP1AA2A54LLB04807,(866) 364-1132
https://www.parkplace.com//new/Porsche/2020-Porsche-Macan-dallas+fort+worth-cbcaebd00a0e0a17402ff7e5a47f079e.htm ,Macan  AWD,19.0/23.0 mpg City/Hwy,"$70,590",7 speed automatic with auto-shift,Dolomite Silver Metallic,Black,AWD/5 seats,all-wheel drive,2.0 L 4,LLB03592,Porsche - Grapevine,WP1AA2A54LLB03592,(833) 470-0671
https://www.parkplace.com//new/Porsche/2019-Porsche-718+Cayman-dallas+fort+worth-a53d57aa0a0e0aea0d1bb2d8d563e69c.htm ,718 Cayman  Coupe,21.0/28.0 mpg City/Hwy,"$70,530",6 speed manual,White,Black,Coupe/2 seats,rear-wheel,2.0 L 4,KS260817,Porsche - Dallas,WP0AA2A88KS260817,(866) 364-1132
https://www.parkplace.com//new/Porsche/2020-Porsche-Macan-dallas+fort+worth-c6a491d30a0e0a17402ff7e5ea544154.htm ,Macan  AWD,19.0/23.0 mpg City/Hwy,"$70,220",7 speed automatic with auto-shift,Carrara White Metallic,Black Mojave Beige,AWD/5 seats,all-wheel drive,2.0 L 4,LLB03541,Porsche - Grapevine,WP1AA2A59LLB03541,(833) 470-0671
https://www.parkplace.com//new/Porsche/2020-Porsche-Macan-dallas+fort+worth-fba2f6320a0e0ae71e4d0d973664c843.htm ,Macan  AWD,19.0/23.0 mpg City/Hwy,"$70,540",7 speed automatic with auto-shift,Silver,Black,AWD/5 seats,all-wheel drive,2.0 L 4,LLB04819,Porsche - Dallas,WP1AA2A50LLB04819,(866) 364-1132
https://www.parkplace.com//new/Porsche/2019-Porsche-Macan-dallas+fort+worth-a53d54080a0e0aea0d1bb2d8114bbd5c.htm ,Macan S S AWD,18.0/23.0 mpg City/Hwy,"$74,770",7 speed automatic with auto-shift,White,Gray,S AWD/5 seats,all-wheel drive,3.0 L 6,KLB33567,Porsche - Dallas,WP1AB2A57KLB33567,(866) 364-1132
https://www.parkplace.com//new/Porsche/2019-Porsche-718+Boxster-dallas+fort+worth-a53d60930a0e0aea0d1bb2d8ac0cac1c.htm ,718 Boxster  Roadster,21.0/28.0 mpg City/Hwy,"$70,460",6 speed manual,Black,Black,Roadster/2 seats,rear-wheel,2.0 L 4,KS211061,Porsche - Dallas,WP0CA2A88KS211061,(866) 364-1132
https://www.parkplace.com//new/Porsche/2020-Porsche-Macan-dallas+fort+worth-fba2f5100a0e0ae71e4d0d9750eed6c8.htm ,Macan  AWD,19.0/23.0 mpg City/Hwy,"$71,110",7 speed automatic with auto-shift,Black,Black,AWD/5 seats,all-wheel drive,2.0 L 4,LLB04851,Porsche - Dallas,WP1AA2A57LLB04851,(866) 364-1132
https://www.parkplace.com//new/Porsche/2020-Porsche-Macan-dallas+fort+worth-f1a7cd810a0e0adf1ea85fd38c541db2.htm ,Macan  AWD,19.0/23.0 mpg City/Hwy,"$70,410",7 speed automatic with auto-shift,White,Black,AWD/5 seats,all-wheel drive,2.0 L 4,LLB04809,Porsche - Dallas,WP1AA2A58LLB04809,(866) 364-1132
https://www.parkplace.com//new/Porsche/2019-Porsche-718+Boxster-dallas+fort+worth-9bcc69e70a0e0a177a5193253fe99851.htm ,718 Boxster  Roadster,22.0/29.0 mpg City/Hwy,"$74,580",7 speed automatic with auto-shift,Black,Black Chalk,Roadster/2 seats,rear-wheel,2.0 L 4,KS210572,Porsche - Grapevine,WP0CA2A86KS210572,(833) 470-0671
https://www.parkplace.com//new/Porsche/2020-Porsche-Macan-dallas+fort+worth-44831d450a0e0a1772e80b1031c62263.htm ,Macan S S AWD,18.0/23.0 mpg City/Hwy,"$74,740",7 speed automatic with auto-shift,Gray,Black,S AWD/5 seats,all-wheel drive,3.0 L 6,LLB30628,Porsche - Dallas,WP1AB2A56LLB30628,(866) 364-1132
https://www.parkplace.com//new/Porsche/2020-Porsche-Cayenne-dallas+fort+worth-631240b80a0e0ae7370e1c368fb3a893.htm ,Cayenne  AWD,19.0/23.0 mpg City/Hwy,"$74,110",8 speed automatic,White,Black,AWD/5 seats,all-wheel drive,3.0 L 6,LDA01170,Porsche - Dallas,WP1AA2AYXLDA01170,(866) 364-1132
https://www.parkplace.com//new/Porsche/2020-Porsche-Macan-dallas+fort+worth-f1a7cbac0a0e0adf1ea85fd32a193bb9.htm ,Macan  AWD,19.0/23.0 mpg City/Hwy,"$73,240",7 speed automatic with auto-shift,Volcano Grey Metallic,Black Mojave Beige,AWD/5 seats,all-wheel drive,2.0 L 4,LLB04830,Porsche - Grapevine,WP1AA2A5XLLB04830,(833) 470-0671
https://www.parkplace.com//new/Porsche/2019-Porsche-718+Boxster-dallas+fort+worth-a53d6bf40a0e0aea0d1bb2d86ca48a83.htm ,718 Boxster  Roadster,21.0/28.0 mpg City/Hwy,"$72,390",6 speed manual,Black,Other,Roadster/2 seats,rear-wheel,2.0 L 4,KS211390,Porsche - Dallas,WP0CA2A85KS211390,(866) 364-1132
https://www.parkplace.com//new/Porsche/2020-Porsche-Macan-dallas+fort+worth-dcbd0d540a0e0ae84c7f6b0d92b99d6e.htm ,Macan S S AWD,18.0/23.0 mpg City/Hwy,"$71,710",7 speed automatic with auto-shift,White,Other,S AWD/5 seats,all-wheel drive,3.0 L 6,LLB35052,Porsche - Dallas,WP1AB2A54LLB35052,(866) 364-1132
https://www.parkplace.com//new/Porsche/2020-Porsche-Macan-dallas+fort+worth-f1a7cc750a0e0adf1ea85fd3e729eb69.htm ,Macan  AWD,19.0/23.0 mpg City/Hwy,"$71,890",7 speed automatic with auto-shift,White,Black,AWD/5 seats,all-wheel drive,2.0 L 4,LLB04788,Porsche - Grapevine,WP1AA2A54LLB04788,(833) 470-0671
https://www.parkplace.com//new/Porsche/2020-Porsche-Macan-dallas+fort+worth-6b700bd20a0e0a171983e9bdac6ffb05.htm ,Macan S S AWD,18.0/23.0 mpg City/Hwy,"$73,190",7 speed automatic with auto-shift,White,Black,S AWD/5 seats,all-wheel drive,3.0 L 6,LLB34361,Porsche - Dallas,WP1AB2A51LLB34361,(866) 364-1132
https://www.parkplace.com//new/Porsche/2020-Porsche-Macan-dallas+fort+worth-88d94b3e0a0e0ae8703b02367e650671.htm ,Macan  AWD,19.0/23.0 mpg City/Hwy,"$71,560",7 speed automatic with auto-shift,Chalk,Black Mojave Beige,AWD/5 seats,all-wheel drive,2.0 L 4,LLB03501,Porsche - Grapevine,WP1AA2A58LLB03501,(833) 470-0671
https://www.parkplace.com//new/Porsche/2020-Porsche-Macan-dallas+fort+worth-a4169e030a0e0ae71e4d0d9734f9c345.htm ,Macan  AWD,19.0/23.0 mpg City/Hwy,"$71,500",7 speed automatic with auto-shift,Carrara White Metallic,Black Mojave Beige,AWD/5 seats,all-wheel drive,2.0 L 4,LLB04277,Porsche - Grapevine,WP1AA2A51LLB04277,(833) 470-0671
https://www.parkplace.com//new/Porsche/2020-Porsche-Macan-dallas+fort+worth-44831a930a0e0a1772e80b106093fcf8.htm ,Macan S S AWD,18.0/23.0 mpg City/Hwy,"$75,420",7 speed automatic with auto-shift,Silver,Black,S AWD/5 seats,all-wheel drive,3.0 L 6,LLB30744,Porsche - Dallas,WP1AB2A58LLB30744,(866) 364-1132
https://www.parkplace.com//new/Porsche/2019-Porsche-718+Boxster-dallas+fort+worth-623b0f450a0e0a176228855d4daf573a.htm ,718 Boxster  Roadster,21.0/28.0 mpg City/Hwy,"$80,220",6 speed manual,White,Other,Roadster/2 seats,rear-wheel,2.0 L 4,KS211335,Porsche - Dallas,WP0CA2A88KS211335,(866) 364-1132
https://www.parkplace.com//new/Porsche/2020-Porsche-Macan-dallas+fort+worth-3f074c7c0a0e0a17248c1aa462d1e2a1.htm ,Macan S S AWD,18.0/23.0 mpg City/Hwy,"$78,080",7 speed automatic with auto-shift,Carmine Red,Black,S AWD/5 seats,all-wheel drive,3.0 L 6,LLB31659,Porsche - Grapevine,WP1AB2A50LLB31659,(833) 470-0671
https://www.parkplace.com//new/Porsche/2019-Porsche-718+Boxster-dallas+fort+worth-a53d56cf0a0e0aea0d1bb2d84da0566a.htm ,718 Boxster  Roadster,21.0/28.0 mpg City/Hwy,"$81,330",6 speed manual,Black,Black,Roadster/2 seats,rear-wheel,2.0 L 4,KS211367,Porsche - Dallas,WP0CA2A8XKS211367,(866) 364-1132
https://www.parkplace.com//new/Porsche/2019-Porsche-718+Cayman-dallas+fort+worth-a53d5e920a0e0aea0d1bb2d8ad86c624.htm ,718 Cayman  Coupe,21.0/28.0 mpg City/Hwy,"$77,060",6 speed manual,White,Blue,Coupe/2 seats,rear-wheel,2.0 L 4,KS260496,Porsche - Dallas,WP0AA2A83KS260496,(866) 364-1132
https://www.parkplace.com//new/Porsche/2020-Porsche-Macan-dallas+fort+worth-b05a19800a0e0adf419d8d4746471816.htm ,Macan S S AWD,18.0/23.0 mpg City/Hwy,"$78,250",7 speed automatic with auto-shift,Gray,Black,S AWD/5 seats,all-wheel drive,3.0 L 6,LLB32583,Porsche - Dallas,WP1AB2A59LLB32583,(866) 364-1132
https://www.parkplace.com//new/Porsche/2020-Porsche-Macan-dallas+fort+worth-5bfcf66a0a0e0a171983e9bd5186a3a8.htm ,Macan S S AWD,18.0/23.0 mpg City/Hwy,"$76,900",7 speed automatic with auto-shift,Miami Blue,Black,S AWD/5 seats,all-wheel drive,3.0 L 6,LLB34408,Porsche - Grapevine,WP1AB2A51LLB34408,(833) 470-0671
https://www.parkplace.com//new/Porsche/2020-Porsche-Macan-dallas+fort+worth-24d6b7890a0e0ae75e00143f24f2fd80.htm ,Macan S S AWD,18.0/23.0 mpg City/Hwy,"$76,540",7 speed automatic with auto-shift,Gray,Black,S AWD/5 seats,all-wheel drive,3.0 L 6,LLB35248,Porsche - Dallas,WP1AB2A5XLLB35248,(866) 364-1132
https://www.parkplace.com//new/Porsche/2020-Porsche-Cayenne-dallas+fort+worth-495a69a00a0e0adf41c719471c307a67.htm ,Cayenne  AWD,19.0/23.0 mpg City/Hwy,"$75,990",8 speed automatic,Black,Black,AWD/5 seats,all-wheel drive,3.0 L 6,LDA01173,Porsche - Dallas,WP1AA2AY5LDA01173,(866) 364-1132
https://www.parkplace.com//new/Porsche/2020-Porsche-Macan-dallas+fort+worth-b05a19990a0e0adf419d8d47fef0a1fb.htm ,Macan S S AWD,18.0/23.0 mpg City/Hwy,"$75,540",7 speed automatic with auto-shift,White,Black,S AWD/5 seats,all-wheel drive,3.0 L 6,LLB32610,Porsche - Dallas,WP1AB2A58LLB32610,(866) 364-1132
https://www.parkplace.com//new/Porsche/2020-Porsche-Macan-dallas+fort+worth-74a819680a0e0ae74d6d6b15544aa65a.htm ,Macan S S AWD,18.0/23.0 mpg City/Hwy,"$77,460",7 speed automatic with auto-shift,Chalk,Black Garnet Red,S AWD/5 seats,all-wheel drive,3.0 L 6,LLB33568,Porsche - Grapevine,WP1AB2A57LLB33568,(833) 470-0671
https://www.parkplace.com//new/Porsche/2020-Porsche-Macan-dallas+fort+worth-f4fdc84e0a0e0a174295f2aba3fe500d.htm ,Macan S S AWD,18.0/23.0 mpg City/Hwy,"$75,960",7 speed automatic with auto-shift,Blue,Black,S AWD/5 seats,all-wheel drive,3.0 L 6,LLB34223,Porsche - Dallas,WP1AB2A50LLB34223,(866) 364-1132
https://www.parkplace.com//new/Porsche/2020-Porsche-Macan-dallas+fort+worth-cd9b47d20a0e0ae84c7f6b0d507aa761.htm ,Macan S S AWD,18.0/23.0 mpg City/Hwy,"$87,000",7 speed automatic with auto-shift,Silver,Black,S AWD/5 seats,all-wheel drive,3.0 L 6,LLB34739,Porsche - Dallas,WP1AB2A52LLB34739,(866) 364-1132
https://www.parkplace.com//new/Porsche/2019-Porsche-718+Cayman-dallas+fort+worth-a53d65af0a0e0aea0d1bb2d8653113e8.htm ,718 Cayman S Coupe,20.0/26.0 mpg City/Hwy,"$81,870",6 speed manual,Blue,Black,Coupe/2 seats,rear-wheel,2.5 L 4,KS279000,Porsche - Dallas,WP0AB2A83KS279000,(866) 364-1132
https://www.parkplace.com//new/Porsche/2020-Porsche-Cayenne-dallas+fort+worth-612581f80a0e0a171983e9bddee95b1d.htm ,Cayenne  AWD,19.0/23.0 mpg City/Hwy,"$84,020",8 speed automatic,Carrara White Metallic,Black,AWD/5 seats,all-wheel drive,3.0 L 6,LDA01294,Porsche - Grapevine,WP1AA2AY6LDA01294,(833) 470-0671
https://www.parkplace.com//new/Porsche/2020-Porsche-Cayenne-dallas+fort+worth-984c800b0a0e0ae7498f7e893178b51c.htm ,Cayenne  AWD,19.0/23.0 mpg City/Hwy,"$85,990",8 speed automatic,Quartzite Grey Metallic,Slate Grey Mojave Beige,AWD/5 seats,all-wheel drive,3.0 L 6,LDA02363,Porsche - Grapevine,WP1AA2AY4LDA02363,(833) 470-0671
https://www.parkplace.com//new/Porsche/2020-Porsche-Cayenne-dallas+fort+worth-24d6c2bb0a0e0ae75e00143fc2d8c5f1.htm ,Cayenne  AWD,19.0/23.0 mpg City/Hwy,"$85,140",8 speed automatic,Silver,Black,AWD/5 seats,all-wheel drive,3.0 L 6,LDA04433,Porsche - Dallas,WP1AA2AY9LDA04433,(866) 364-1132
https://www.parkplace.com//new/Porsche/2020-Porsche-Cayenne-dallas+fort+worth-69f7d83a0a0e0a6b098e46abd551bdbe.htm ,Cayenne  AWD,19.0/23.0 mpg City/Hwy,"$85,110",8 speed automatic,Black,Black,AWD/5 seats,all-wheel drive,3.0 L 6,LDA02287,Porsche - Grapevine,WP1AA2AY3LDA02287,(833) 470-0671
https://www.parkplace.com//new/Porsche/2020-Porsche-Cayenne-dallas+fort+worth-ae62ef4e0a0e0a6b4da79abd58b18aa3.htm ,Cayenne  AWD,19.0/23.0 mpg City/Hwy,"$84,480",8 speed automatic,Blue,Other,AWD/5 seats,all-wheel drive,3.0 L 6,LDA03661,Porsche - Dallas,WP1AA2AY6LDA03661,(866) 364-1132
https://www.parkplace.com//new/Porsche/2019-Porsche-718+Boxster-dallas+fort+worth-a53d66ef0a0e0aea0d1bb2d828719823.htm ,718 Boxster S Roadster,20.0/26.0 MPG_CITY_HWY,"$84,190",6 speed manual,Black,Black,Roadster/2 SEATS,rear-wheel,2.5 L 4,KS228507,Porsche - Dallas,WP0CB2A81KS228507,(866) 364-1132
https://www.parkplace.com//new/Porsche/2020-Porsche-Cayenne-dallas+fort+worth-a4169d490a0e0ae71e4d0d9781b9de5a.htm ,Cayenne  AWD,19.0/23.0 mpg City/Hwy,"$87,020",8 speed automatic,Dolomite Silver Metallic,Black,AWD/5 seats,all-wheel drive,3.0 L 6,LDA03532,Porsche - Grapevine,WP1AA2AY6LDA03532,(833) 470-0671
https://www.parkplace.com//new/Porsche/2020-Porsche-Cayenne-dallas+fort+worth-fba2f6960a0e0ae71e4d0d97284e9a02.htm ,Cayenne  AWD,19.0/23.0 mpg City/Hwy,"$83,170",8 speed automatic,Blue,Black,AWD/5 seats,all-wheel drive,3.0 L 6,LDA04454,Porsche - Dallas,WP1AA2AY6LDA04454,(866) 364-1132
https://www.parkplace.com//new/Porsche/2019-Porsche-Cayenne-dallas+fort+worth-a53d6c0f0a0e0aea0d1bb2d8c7017976.htm ,Cayenne  AWD,19.0/23.0 mpg City/Hwy,"$83,480",8 speed automatic,Blue,Black,AWD/5 seats,all-wheel drive,3.0 L 6,KDA00032,Porsche - Dallas,WP1AA2AY6KDA00032,(866) 364-1132
https://www.parkplace.com//new/Porsche/2019-Porsche-718+Boxster-dallas+fort+worth-a53d4eaf0a0e0aea0d1bb2d85395494e.htm ,718 Boxster  Roadster,21.0/28.0 mpg City/Hwy,"$82,100",6 speed manual,Silver,Black,Roadster/2 seats,rear-wheel,2.0 L 4,KS211369,Porsche - Dallas,WP0CA2A83KS211369,(866) 364-1132
https://www.parkplace.com//new/Porsche/2020-Porsche-Macan-dallas+fort+worth-a93c9b320a0e0ae71e4d0d979dac92a5.htm ,Macan S S AWD,18.0/23.0 mpg City/Hwy,"$82,300",7 speed automatic with auto-shift,Black,Other,S AWD/5 seats,all-wheel drive,3.0 L 6,LLB34673,Porsche - Dallas,WP1AB2A59LLB34673,(866) 364-1132
https://www.parkplace.com//new/Porsche/2019-Porsche-718+Boxster-dallas+fort+worth-a53d52ba0a0e0aea0d1bb2d86fafcdfd.htm ,718 Boxster GTS Roadster,19.0/25.0 mpg City/Hwy,"$92,220",6 speed manual,Red,Black,Roadster/2 seats,rear-wheel,2.5 L 4,KS228985,Porsche - Dallas,WP0CB2A84KS228985,(866) 364-1132
https://www.parkplace.com//new/Porsche/2019-Porsche-718+Cayman-dallas+fort+worth-9bcc62530a0e0a177a5193259156af00.htm ,718 Cayman S Coupe,21.0/28.0 mpg City/Hwy,"$91,220",7 speed automatic with auto-shift,Jet Black Metallic,Black,Coupe/2 seats,rear-wheel,2.5 L 4,KS278690,Porsche - Grapevine,WP0AB2A85KS278690,(833) 470-0671
https://www.parkplace.com//new/Porsche/2020-Porsche-Cayenne-dallas+fort+worth-f1a7cc980a0e0adf1ea85fd3415f7f2e.htm ,Cayenne  AWD,19.0/23.0 mpg City/Hwy,"$95,330",8 speed automatic,White,Graphite Blue Chalk,AWD/5 seats,all-wheel drive,3.0 L 6,LDA04360,Porsche - Grapevine,WP1AA2AY8LDA04360,(833) 470-0671
https://www.parkplace.com//new/Porsche/2020-Porsche-Cayenne-dallas+fort+worth-cd9b457a0a0e0adf1ea85fd3c1cb0e04.htm ,Cayenne  AWD,19.0/23.0 mpg City/Hwy,"$89,910",8 speed automatic,Dolomite Silver Metallic,Black Bordeaux Red,AWD/5 seats,all-wheel drive,3.0 L 6,LDA04060,Porsche - Grapevine,WP1AA2AY7LDA04060,(833) 470-0671
https://www.parkplace.com//new/Porsche/2019-Porsche-718+Cayman-dallas+fort+worth-a53d63460a0e0aea0d1bb2d861917c07.htm ,718 Cayman S Coupe,20.0/26.0 mpg City/Hwy,"$90,270",6 speed manual,Silver,Black,Coupe/2 seats,rear-wheel,2.5 L 4,KS278784,Porsche - Dallas,WP0AB2A83KS278784,(866) 364-1132
https://www.parkplace.com//new/Porsche/2020-Porsche-Cayenne-dallas+fort+worth-ae62f0d00a0e0a6b4da79abd95e6decb.htm ,Cayenne  AWD,19.0/23.0 mpg City/Hwy,"$89,460",8 speed automatic,White,Other,AWD/5 seats,all-wheel drive,3.0 L 6,LDA03562,Porsche - Dallas,WP1AA2AY4LDA03562,(866) 364-1132
https://www.parkplace.com//new/Porsche/2020-Porsche-Cayenne-dallas+fort+worth-cd9b451d0a0e0adf1ea85fd3f8af35df.htm ,Cayenne  AWD,19.0/23.0 mpg City/Hwy,"$89,720",8 speed automatic,Carrara White Metallic,Black Mojave Beige,AWD/5 seats,all-wheel drive,3.0 L 6,LDA03493,Porsche - Grapevine,WP1AA2AY0LDA03493,(833) 470-0671
https://www.parkplace.com//new/Porsche/2020-Porsche-Cayenne-dallas+fort+worth-ee9fb2e40a0e0ae71e4d0d97246b50f5.htm ,Cayenne  AWD,19.0/23.0 mpg City/Hwy,"$89,750",8 speed automatic,Chalk,Black,AWD/5 seats,all-wheel drive,3.0 L 6,LDA04308,Porsche - Grapevine,WP1AA2AY6LDA04308,(833) 470-0671
https://www.parkplace.com//new/Porsche/2020-Porsche-Cayenne-dallas+fort+worth-54cfb7ad0a0e0a6b739386e72a60613c.htm ,Cayenne  AWD,19.0/23.0 mpg City/Hwy,"$89,310",8 speed automatic,White,Black Mojave Beige,AWD/5 seats,all-wheel drive,3.0 L 6,LDA00239,Porsche - Grapevine,WP1AA2AY4LDA00239,(833) 470-0671
https://www.parkplace.com//new/Porsche/2019-Porsche-718+Boxster-dallas+fort+worth-a53d4d740a0e0aea0d1bb2d8371fc5d1.htm ,718 Boxster GTS Roadster,19.0/25.0 mpg City/Hwy,"$89,320",6 speed manual,Red,Black,Roadster/2 seats,rear-wheel,2.5 L 4,KS228974,Porsche - Dallas,WP0CB2A8XKS228974,(866) 364-1132
https://www.parkplace.com//new/Porsche/2020-Porsche-Cayenne-dallas+fort+worth-a4169e260a0e0ae71e4d0d9742236441.htm ,Cayenne  AWD,19.0/23.0 MPG_CITY_HWY,"$88,530",8 speed automatic,Black,Black Mojave Beige,AWD/5 SEATS,all-wheel drive,3.0 L 6,LDA03477,Porsche - Grapevine,WP1AA2AY2LDA03477,(833) 470-0671
https://www.parkplace.com//new/Porsche/2020-Porsche-Panamera-dallas+fort+worth-ae62f0f80a0e0a6b4da79abd853b2f1e.htm ,Panamera 4 RWD,19.0/27.0 mpg City/Hwy,"$108,650",8 speed automatic with auto-shift,Silver,Other,RWD/4 seats,rear-wheel,3.0 L 6,LL101840,Porsche - Dallas,WP0AA2A75LL101840,(866) 364-1132
